gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
861694497	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__4997	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma texanum		SPECIES	Ambystoma texanum (Matthes, 1855)	Ambystoma texanum		US	Center of Sec. 19, Seigenthaler[-Kaestner] Esker State Nature Preserve, Harrison Twp., Champaign Co., Ohio	Ohio	PRESENT	2	5ffa575c-fcd4-4583-9611-545f67b04316	40.2275	-83.8545							1982-03-19T00:00:00	19	3	1982	2431973	2431973	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 4997			2012-01-01T00:00:00	CC_BY_4_0		Rice, D. (Dan)			2023-01-24T16:32:54.300Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861694496	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__499	Animalia	Chordata	Amphibia	Caudata	Proteidae	Necturus	Necturus maculosus		SPECIES	Necturus maculosus (Rafinesque, 1818)	Necturus maculosus		US	Mill Twp: Big Stillwater, Tuscarawas Co., Ohio	Ohio	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	40.3748	-81.3458											2432048	2432048	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 499			2012-01-01T00:00:00	CC_BY_4_0		Trautman, M. B. (Milton Bernard)			2023-01-24T16:32:54.235Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861694495	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__4998	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	Ambystoma opacum		US	Summer House Rd., Berkeley Co., South Carolina	South Carolina	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	33.1977	-79.951							1981-09-26T00:00:00	26	9	1981	2432006	2432006	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 4998			2012-01-01T00:00:00	CC_BY_4_0		VanDevender, R. W.			2023-01-24T16:32:54.235Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861694494	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__4982	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon	Plethodon glutinosus		SPECIES	Plethodon glutinosus (Green, 1818)	Plethodon glutinosus		US	Ed Georges Swamp, N side of St. Rt. 129, 0.55 air mi E of jct. of Tulula Creek and Bear Creek, Graham Co., North Carolina	North Carolina	PRESENT	3	5ffa575c-fcd4-4583-9611-545f67b04316	35.2729	-83.7083							1981-09-17T00:00:00	17	9	1981	2431539	2431539	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 4982			2012-01-01T00:00:00	CC_BY_4_0		Ciola, C. R. (Craig R.)			2023-01-24T16:32:54.299Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861694493	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__4984	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Gyrinophilus	Gyrinophilus porphyriticus		SPECIES	Gyrinophilus porphyriticus (Green, 1827)	Gyrinophilus porphyriticus		US	Tremont Ranger Station Rd., 2 mi from paved rd., Great Smoky Mountains National Park, Tennessee	Tennessee	PRESENT	4	5ffa575c-fcd4-4583-9611-545f67b04316	35.6404	-83.6903							1963-06-12T00:00:00	12	6	1963	2431423	2431423	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 4984			2012-01-01T00:00:00	CC_BY_4_0		Condit, J. M. (John M.) & Young, D. C. (Donn C.)			2023-01-24T16:32:54.235Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861694492	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__5012	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus	Desmognathus quadramaculatus		SPECIES	Desmognathus quadramaculatus (Holbrook, 1840)	Desmognathus quadramaculatus		US	Cliffside recreation area, Nantahala National Forest, North Carolina	North Carolina	PRESENT	6	5ffa575c-fcd4-4583-9611-545f67b04316	35.0787	-83.2368							1965-04-04T00:00:00	4	4	1965	2431213	2431213	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 5012			2012-01-01T00:00:00	CC_BY_4_0		deRoth, J. A. & deRoth			2023-01-24T16:32:54.235Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861694491	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__5000	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus	Desmognathus ochrophaeus		SPECIES	Desmognathus ochrophaeus Cope, 1859	Desmognathus ochrophaeus		US	U.S. Rte. 441 from Newfound Gap S to Smokemont Campground, Great Smoky Mountains National Park, Swain Co., North Carolina	North Carolina	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	35.588	-83.3618							1981-09-15T00:00:00	15	9	1981	2431199	2431199	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 5000			2012-01-01T00:00:00	CC_BY_4_0		Ciola, C. R. (Craig R.)			2023-01-24T16:32:54.234Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861694490	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__4991	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma tigrinum	tigrinum	SUBSPECIES	Ambystoma tigrinum tigrinum	Ambystoma tigrinum tigrinum		US	Sec. 18; Pickerington Marsh, Buttonbush swamp N. Side of Bowen Rd., Madison Twp., Franklin Co., Ohio	Ohio	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	39.8905	-82.8057							1982-03-15T00:00:00	15	3	1982	6170129	2431993	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 4991			2012-01-01T00:00:00	CC_BY_4_0		Rice, D. (Dan)			2023-01-24T16:32:54.235Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861694489	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__4995	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma tigrinum		SPECIES	Ambystoma tigrinum (Green, 1825)	Ambystoma tigrinum		US	swamp woods, both sides of Streng Rd., approx. 1.5 mi. S of Bridgeport, Union Twp., Union Co., Ohio	Ohio	PRESENT	3	5ffa575c-fcd4-4583-9611-545f67b04316	40.143	-83.4062							1982-03-17T00:00:00	17	3	1982	2431993	2431993	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 4995			2012-01-01T00:00:00	CC_BY_4_0		Rice, D. (Dan)			2023-01-24T16:32:54.301Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861694488	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__4979	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma texanum		SPECIES	Ambystoma texanum (Matthes, 1855)	Ambystoma texanum		US	Quarry West of Rt. 33 , 0.8 mi S of Rt. 161, Perry Twp., Franklin Co., Ohio	Ohio	PRESENT	2	5ffa575c-fcd4-4583-9611-545f67b04316	40.0745	-83.1084							1982-03-15T00:00:00	15	3	1982	2431973	2431973	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 4979			2012-01-01T00:00:00	CC_BY_4_0		Rice, D. (Dan)			2023-01-24T16:32:54.301Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861694487	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__4964	Animalia	Chordata	Amphibia	Anura	Bufonidae	Anaxyrus	Anaxyrus fowleri		SPECIES	Bufo fowleri Hinckley, 1882	Bufo fowleri		US	Blacklick, Sta. 8, Franklin Co., Ohio	Ohio	PRESENT	2	5ffa575c-fcd4-4583-9611-545f67b04316	39.97	-83.01							1937-09-09T00:00:00	9	9	1937	5217042	2422905	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 4964			2012-01-01T00:00:00	CC_BY_4_0		Rhoades, R. (Randall)			2023-01-24T16:32:54.301Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861694486	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__4993	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae				FAMILY	Ambystomatidae	Ambystomatidae		US	Dudley Twp.: Woods S of Co. Rd. 200 at 90 degree bend, approx. 0.6 mi. S of Fisher Cemetary, Hardin Co., Ohio	Ohio	PRESENT	3	5ffa575c-fcd4-4583-9611-545f67b04316	40.5652	-83.4675							1982-03-18T00:00:00	18	3	1982	3101		PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 4993		Pfingsten, R. (Ralph)	2012-01-01T00:00:00	CC_BY_4_0		Rice, D. (Dan)			2023-01-24T16:32:54.301Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861694485	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__5004	Animalia	Chordata	Amphibia	Anura	Hylidae	Pseudacris	Pseudacris triseriata		SPECIES	Pseudacris triseriata (Wied-Neuwied, 1838)	Pseudacris triseriata		US	Auburn Marsh, Auburn, Butler Co., Ohio	Ohio	PRESENT	5	5ffa575c-fcd4-4583-9611-545f67b04316	39.3912	-84.7022							1973-04-01T00:00:00	1	4	1973	2428141	2428141	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 5004			2012-01-01T00:00:00	CC_BY_4_0		McGeehan, L. T. (Larry T.)			2023-01-24T16:32:54.300Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861694484	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__4971	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates	Lithobates catesbeianus		SPECIES	Rana catesbeiana Shaw, 1802	Rana catesbeiana		CA	Canboro, stream at town of Warner below bridge of Canboro-Smithville Rd., 3 mi NE of Canboro, Ontario	Ontario	PRESENT	4	5ffa575c-fcd4-4583-9611-545f67b04316	62.3933	-96.8182							1963-06-19T00:00:00	19	6	1963	2427092	2427091	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 4971			2012-01-01T00:00:00	CC_BY_4_0		Stein, C. (Carol)			2023-01-24T16:32:54.300Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861694483	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__4987	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma tigrinum		SPECIES	Ambystoma tigrinum (Green, 1825)	Ambystoma tigrinum		US	woodland pool, Matson Woods, E. side of Twp. Rd. 85, 0.2 mi. S of Co. Rd. 60, Sec. 32, Washington Twp., Hardin Co., Ohio	Ohio	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	40.7449	-83.7442							1982-05-26T00:00:00	26	5	1982	2431993	2431993	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 4987			2012-01-01T00:00:00	CC_BY_4_0		Rice, D. (Dan) & Phinney, G. (George)			2023-01-24T16:32:54.301Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861694482	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__4992	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates	Lithobates catesbeianus		SPECIES	Rana catesbeiana Shaw, 1802	Rana catesbeiana		US	"Sec. 3, James River at Co. Rte. ""A"", 6.5 mi SSW of Marshfield, T29N, R18W, Webster Co., Missouri"	Missouri	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	38.2503	-92.5005							1982-10-23T00:00:00	23	10	1982	2427092	2427091	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 4992			2012-01-01T00:00:00	CC_BY_4_0		Ciola, C. R. (Craig R.)			2023-01-24T16:32:54.301Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861694481	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__4989	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma tigrinum		SPECIES	Ambystoma tigrinum (Green, 1825)	Ambystoma tigrinum		US	pond, E side of Georgesville-Harrisburg Rd., approx. 1 mi. S of Darbydale, Pleasant Twp., Franklin Co., Ohio	Ohio	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	39.8374	-83.1772							1982-03-15T00:00:00	15	3	1982	2431993	2431993	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 4989			2012-01-01T00:00:00	CC_BY_4_0		Rice, D. (Dan)			2023-01-24T16:32:54.300Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861694480	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__4986	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea guttolineata		SPECIES	Eurycea guttolineata (Holbrook, 1838)	Eurycea guttolineata		US	1st bridge, Blackrock Branch of Edwards Creek, 0.36 mi. NNE of Rustic Falls on Big Creek, 2 mi. S of Bullpen Rd., Macon Co., North Carolina	North Carolina	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	35.0391	-83.1576							1981-09-18T00:00:00	18	9	1981	5218380	5218380	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 4986			2012-01-01T00:00:00	CC_BY_4_0		Ciola, C. R. (Craig R.)			2023-01-24T16:32:54.300Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861694479	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__4981	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea bislineata		SPECIES	Eurycea bislineata (Green, 1818)	Eurycea bislineata		US	Ed Georges Swamp 0.55 air miles E of jct. of Tulula Creek and Bear Creek, N side of Rd. (S.R. 129), Graham Co., North Carolina	North Carolina	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	35.5007	-80.0003							1981-09-17T00:00:00	17	9	1981	5218376	5218376	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 4981			2012-01-01T00:00:00	CC_BY_4_0		Ciola, C. R. (Craig R.)			2023-01-24T16:32:54.301Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861694478	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__4983	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Gyrinophilus	Gyrinophilus porphyriticus		SPECIES	Gyrinophilus porphyriticus (Green, 1827)	Gyrinophilus porphyriticus		US	Bamboo Rd. at Browns Chapel Rd., approx. 6 mi E of Boone, Watauga Co., North Carolina	North Carolina	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	36.2024	-81.615							1982-03-02T00:00:00	2	3	1982	2431423	2431423	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 4983			2012-01-01T00:00:00	CC_BY_4_0		VanDevender, R. W.			2023-01-24T16:32:54.302Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861694477	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__4999	Animalia	Chordata	Amphibia	Anura	Hylidae	Osteopilus	Osteopilus septentrionalis		SPECIES	Osteopilus septentrionalis (Duméril & Bibron, 1841)	Osteopilus septentrionalis		US	0.5 mi. W of Krone Rd.; T55S, R38E, Sec. 24, Miami-Dade Co., Florida	Florida	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	28.7505	-82.5001							1979-08-01T00:00:00	1	8	1979	2428083	2428083	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 4999			2012-01-01T00:00:00	CC_BY_4_0		Condit, J. M. (John M.)			2023-01-24T16:32:54.302Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861694476	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__4977	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates	Lithobates clamitans		SPECIES	Rana clamitans Latreille, 1801	Rana clamitans		US	Jefferson Twp.: SW corner of Jefferson Twp., Gahanna Woods Nature Preserve, Franklin Co., Ohio	Ohio	PRESENT	0	5ffa575c-fcd4-4583-9611-545f67b04316	39.97	-83.01							1982-03-16T00:00:00	16	3	1982	2427174	2427172	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 4977			2012-01-01T00:00:00	CC_BY_4_0		Ciola, C. R. (Craig R.)			2023-01-24T16:32:54.302Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_BASIS_OF_RECORD;INSTITUTION_MATCH_NONE
861694475	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__4975	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma tigrinum		SPECIES	Ambystoma tigrinum (Green, 1825)	Ambystoma tigrinum		US	15 mi. N of Rolla, Baxter Twp., Rolette Co., North Dakota	North Dakota	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	49.0749	-99.6179							1978-10-05T00:00:00	5	10	1978	2431993	2431993	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 4975			2012-01-01T00:00:00	CC_BY_4_0		Trautman, M. B. (Milton Bernard)			2023-01-24T16:32:54.302Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_COORDINATE_MISMATCH;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861694474	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__4978	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma maculatum		SPECIES	Ambystoma maculatum (Shaw, 1802)	Ambystoma maculatum		US	Gahanna Woods Nature Preserve, SW corner of Jefferson Twp., Jefferson Twp, Franklin Co., Ohio	Ohio	PRESENT	11	5ffa575c-fcd4-4583-9611-545f67b04316	40.0097	-82.8358							1982-03-16T00:00:00	16	3	1982	2431951	2431951	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 4978			2012-01-01T00:00:00	CC_BY_4_0		Ciola, C. R. (Craig R.)			2023-01-24T16:32:54.302Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861694473	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__4966	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea bislineata		SPECIES	Eurycea bislineata (Green, 1818)	Eurycea bislineata		US	Niles Twp.: Wolf Den Run, Scioto Co., Ohio	Ohio	PRESENT	6	5ffa575c-fcd4-4583-9611-545f67b04316	38.81	-82.99							1937-10-15T00:00:00	15	10	1937	5218376	5218376	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 4966			2012-01-01T00:00:00	CC_BY_4_0		Rhoades, R. (Randall)			2023-01-24T16:32:54.302Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861694472	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__4959	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates	Lithobates catesbeianus		SPECIES	Rana catesbeiana Shaw, 1802	Rana catesbeiana		US	Little Missouri River, 1.5 mi. N. of Albert Pike (Field # 2), Montgomery Co., Arkansas	Arkansas	PRESENT	2	5ffa575c-fcd4-4583-9611-545f67b04316	34.3926	-93.8788							1986-05-06T00:00:00	6	5	1986	2427092	2427091	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 4959			2012-01-01T00:00:00	CC_BY_4_0		Ebert et al.			2023-01-24T16:32:54.302Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
