gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
895381083	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__5125	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus	Desmognathus fuscus		SPECIES	Desmognathus fuscus (Rafinesque, 1820)	Desmognathus fuscus		US	Permars Run, Stuebenville, Jefferson Co., OH	Ohio	PRESENT	3	5ffa575c-fcd4-4583-9611-545f67b04316	40.3538	-80.6391							2011-11-09T00:00:00	9	11	2011	2431224	2431224	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 5125			2012-01-01T00:00:00	CC_BY_4_0		R., S. C., S., E. P. & S., S. A.			2023-01-24T16:32:54.333Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
895381082	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__5124	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus	Desmognathus fuscus		SPECIES	Desmognathus fuscus (Rafinesque, 1820)	Desmognathus fuscus		US	Unnamed tributary of Permars Run, JEF-John Scott Hwy., Stuebenville, Jefferson Co., OH	Ohio	PRESENT	2	5ffa575c-fcd4-4583-9611-545f67b04316	40.3642	-80.6639							2011-11-09T00:00:00	9	11	2011	2431224	2431224	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 5124			2012-01-01T00:00:00	CC_BY_4_0		R., S. C., S., E. P. & S., S. A.			2023-01-24T16:32:54.333Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
895381081	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__6000	Animalia	Chordata	Amphibia	Anura	Hylidae	Pseudacris	Pseudacris ornata		SPECIES	Pseudacris ornata (Holbrook, 1836)	Pseudacris ornata		US	1/2 mi. east of Gainsville, Alachua Co., Florida, USA	Florida	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	29.6538	-82.2587							1939-02-10T00:00:00	10	2	1939	2428148	2428148	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 6000			2013-01-01T00:00:00	CC_BY_4_0					2023-01-24T16:32:54.333Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
895381080	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__5115	Animalia	Chordata	Amphibia	Anura	Hylidae	Acris	Acris crepitans		SPECIES	Acris crepitans Baird, 1854	Acris crepitans		US	Stillwater River; Seibt Rd. Bridge, OH	Ohio	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	40.2503	-83.0002							1972-08-03T00:00:00	3	8	1972	2427616	2427616	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 5115			2012-01-01T00:00:00	CC_BY_4_0					2023-01-24T16:32:54.333Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
895381079	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__5068	Animalia	Chordata	Amphibia	Anura	Hylidae	Osteopilus	Osteopilus septentrionalis		SPECIES	Osteopilus septentrionalis (Duméril & Bibron, 1841)	Osteopilus septentrionalis		BS	Green Cay; Bahama Islands		PRESENT	3	5ffa575c-fcd4-4583-9611-545f67b04316	24.0388	-77.1716							1965-03-19T00:00:00	19	3	1965	2428083	2428083	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 5068			2012-01-01T00:00:00	CC_BY_4_0		Valentine, B. D. (Barry D.) & Hamilton, R. W. (Robert W.)			2023-01-24T16:32:54.334Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
895381078	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__5067	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma laterale		SPECIES	Ambystoma laterale Hallowell, 1856	Ambystoma laterale		US	Twp. Rd. 141, 0.65mi. E of U.S. Rt. 23, 0.65mi. NE of U.S. Rt. 23/ S.R. 98 jct. at Waldo; Waldo Twp.; Marion Co.; Ohio	Ohio	PRESENT	5	5ffa575c-fcd4-4583-9611-545f67b04316	40.4668	-83.0613							1982-03-18T00:00:00	18	3	1982	2432014	2432014	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 5067			2012-01-01T00:00:00	CC_BY_4_0		Ciola, C. R. (Craig R.) & Ciola, K. (Kelli)			2023-01-24T16:32:54.334Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
895381077	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__5064	Animalia	Chordata	Amphibia	Caudata	Proteidae	Necturus	Necturus maculosus		SPECIES	Necturus maculosus (Rafinesque, 1818)	Necturus maculosus		US	mile 179.1, Lillard Mill below dam, at south bank, Duck River; Marshall Co., Tennessee	Tennessee	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	35.5865	-86.7838							1984-11-11T00:00:00	11	11	1984	2432048	2432048	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 5064			2012-01-01T00:00:00	CC_BY_4_0		Cavender, T. (Ted) & Young, K. (Keith)			2023-01-24T16:32:54.334Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
895381076	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__5059	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma jeffersonianum		SPECIES	Ambystoma jeffersonianum (Green, 1827)	Ambystoma jeffersonianum		US	Warren Co., Ohio	Ohio	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	39.4276	-84.1668							1962-03-17T00:00:00	17	3	1962	2431962	2431962	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 5059			2012-01-01T00:00:00	CC_BY_4_0		Brubaker, J. A. & Moore, F. J. (Frank J.)			2023-01-24T16:32:54.334Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
895381075	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__2239	Animalia	Chordata	Amphibia	Anura	Hylidae	Hyla			GENUS	Hyla Laurenti, 1768	Hyla		US	Micanopy, Alachua Co., Florida	Florida	PRESENT	6	5ffa575c-fcd4-4583-9611-545f67b04316	28.7505	-82.5001							1933-02-22T00:00:00	22	2	1933	2423589		PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 2239			2012-01-01T00:00:00	CC_BY_4_0		Walker, C. F. (Charles F.) & Dury, R. (Ralph)			2023-01-24T16:32:54.334Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861695070	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__990	Animalia	Chordata	Amphibia	Caudata	Proteidae	Necturus	Necturus maculosus		SPECIES	Necturus maculosus (Rafinesque, 1818)	Necturus maculosus		US	Scioto River, Marion Co., Ohio	Ohio	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	40.5607	-83.2567							1938-04-04T00:00:00	4	4	1938	2432048	2432048	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 990			2012-01-01T00:00:00	CC_BY_4_0		Thomas, M. W. (Marian W.)			2023-01-24T16:32:54.124Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861695069	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__997	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma texanum		SPECIES	Ambystoma texanum (Matthes, 1855)	Ambystoma texanum		US	1/2 mi. S of Marion, Marion Twp., Marion Co., Ohio	Ohio	PRESENT	12	5ffa575c-fcd4-4583-9611-545f67b04316	40.5597	-83.1289							1942-07-11T00:00:00	11	7	1942	2431973	2431973	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 997			2012-01-01T00:00:00	CC_BY_4_0		Rausch, R. (Robert)			2023-01-24T16:32:54.126Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861695068	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__975	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Notophthalmus	Notophthalmus viridescens	viridescens	SUBSPECIES	Notophthalmus viridescens viridescens	Notophthalmus viridescens viridescens		US	South Bloomfield Twp., Morrow Co., Ohio	Ohio	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	40.3825	-82.6927							1940-04-01T00:00:00	1	4	1940	7193833	5218390	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 975			2012-01-01T00:00:00	CC_BY_4_0		Giltz, M. (Maurice)			2023-01-24T16:32:54.125Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861695067	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__995	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma texanum		SPECIES	Ambystoma texanum (Matthes, 1855)	Ambystoma texanum		US	Palmetto State Park, Texas	Texas	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	29.5904	-97.585							1942-02-22T00:00:00	22	2	1942	2431973	2431973	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 995			2012-01-01T00:00:00	CC_BY_4_0		Rausch, R. (Robert)			2023-01-24T16:32:54.125Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861695066	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__994	Animalia	Chordata	Amphibia	Caudata	Proteidae	Necturus	Necturus maculosus		SPECIES	Necturus maculosus (Rafinesque, 1818)	Necturus maculosus		US	Lake Erie, Ohio	Ohio	PRESENT	5	5ffa575c-fcd4-4583-9611-545f67b04316	41.6476	-81.958							1942-01-18T00:00:00	18	1	1942	2432048	2432048	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 994			2012-01-01T00:00:00	CC_BY_4_0		Doan, K. H. (Ken H.) & Gray			2023-01-24T16:32:54.126Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861695065	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__982	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	Aneides aeneus		SPECIES	Aneides aeneus (Cope & Packard, 1881)	Aneides aeneus		US	Green Twp., Adams Co., Ohio, USA	Ohio	PRESENT	20	5ffa575c-fcd4-4583-9611-545f67b04316	38.6933	-83.3627											2431719	2431719	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 982			2012-01-01T00:00:00	CC_BY_4_0		Walker, C. F. (Charles F.)			2023-01-24T16:32:54.125Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861695064	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__989	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	Ambystoma opacum		US	Ward Twp., Hocking Co., Ohio	Ohio	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	39.516	-82.2242							1935-11-10T00:00:00	10	11	1935	2432006	2432006	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 989			2012-01-01T00:00:00	CC_BY_4_0		Goslin, R. M. (Robert M.)			2023-01-24T16:32:54.125Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861695063	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__987	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma texanum		SPECIES	Ambystoma texanum (Matthes, 1855)	Ambystoma texanum		US	Middleton Twp, Wood Co., Ohio	Ohio	PRESENT	2	5ffa575c-fcd4-4583-9611-545f67b04316	41.4662	-83.6616							1935-12-16T00:00:00	16	12	1935	2431973	2431973	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 987			2012-01-01T00:00:00	CC_BY_4_0		Campbell, R. H.			2023-01-24T16:32:54.125Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861695062	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__98	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates	Lithobates sylvaticus		SPECIES	Rana sylvatica LeConte, 1825	Rana sylvatica		US	Portage Lakes, Summit Co., Ohio	Ohio	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	40.9817	-81.5242							1928-07-01T00:00:00	1	7	1928	2427077	2427072	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 98			2012-01-01T00:00:00	CC_BY_4_0		Walker, C. F. (Charles F.)			2023-01-24T16:32:54.125Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861695061	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__996	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma texanum		SPECIES	Ambystoma texanum (Matthes, 1855)	Ambystoma texanum		US	Small Pond, near Scioto River, Big 4 Railroad, 3 mi. West of Marion, Marion Twp., Marion Co., Ohio	Ohio	PRESENT	3	5ffa575c-fcd4-4583-9611-545f67b04316	40.5855	-83.2137							1942-03-23T00:00:00	23	3	1942	2431973	2431973	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 996			2012-01-01T00:00:00	CC_BY_4_0		Rausch, R. (Robert)			2023-01-24T16:32:54.125Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861695060	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__99	Animalia	Chordata	Amphibia	Anura	Hylidae	Dryophytes	Dryophytes versicolor		SPECIES	Hyla versicolor LeConte, 1825	Hyla versicolor		US	Near Rockbridge, Hocking Co., Ohio, USA	Ohio	PRESENT	7	5ffa575c-fcd4-4583-9611-545f67b04316	39.5798	-82.5221							1928-07-03T00:00:00	3	7	1928	2427583	10806364	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 99			2012-01-01T00:00:00	CC_BY_4_0		Walker, W. H. (W. Harrington) & Walker, C. F. (Charles F.)			2023-01-24T16:32:54.125Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861695059	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__981	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Pseudotriton	Pseudotriton montanus		SPECIES	Pseudotriton montanus Baird, 1850	Pseudotriton montanus		US	Liberty Twp., Jackson Co., Ohio	Ohio	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	39.0801	-82.7303							1939-05-20T00:00:00	20	5	1939	2431466	2431466	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 981			2012-01-01T00:00:00	CC_BY_4_0		Hughes, J. H.			2023-01-24T16:32:54.127Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861695058	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__983	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	Eurycea bislineata		SPECIES	Eurycea bislineata (Green, 1818)	Eurycea bislineata		US	Along Indian Creek, near Hamilton, SE Reily Twp., Butler Co., Ohio	Ohio	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	39.4183	-84.7263							1936-04-19T00:00:00	19	4	1936	5218376	5218376	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 983			2012-01-01T00:00:00	CC_BY_4_0		Good, E. E. (Eugene E.)			2023-01-24T16:32:54.127Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861695057	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__991	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon	Plethodon cinereus		SPECIES	Plethodon cinereus (Green, 1818)	Plethodon cinereus		US	Dripping Banks, Berlin Twp., Delaware Co., Ohio	Ohio	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	40.2618	-82.9963							1939-10-25T00:00:00	25	10	1939	2431491	2431491	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 991			2012-01-01T00:00:00	CC_BY_4_0		Volk, L. E.			2023-01-24T16:32:54.127Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861695056	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__984	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus	Desmognathus fuscus		SPECIES	Desmognathus fuscus (Rafinesque, 1820)	Desmognathus fuscus		US	Dripping Bunks, Alum Creek, Berlin Twp., Delaware Co., Ohio	Ohio	PRESENT	2	5ffa575c-fcd4-4583-9611-545f67b04316	40.3298	-82.956							1939-10-25T00:00:00	25	10	1939	2431224	2431224	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 984			2012-01-01T00:00:00	CC_BY_4_0		Volk, L. E.			2023-01-24T16:32:54.126Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861695055	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__961	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	Ambystoma opacum		US	Liberty Twp., Jackson Co., Ohio	Ohio	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	39.0801	-82.7303							1939-04-22T00:00:00	22	4	1939	2432006	2432006	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 961			2012-01-01T00:00:00	CC_BY_4_0		Hughes, J. H. & Miller, C. (Cam)			2023-01-24T16:32:54.127Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861695054	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__974	Animalia	Chordata	Amphibia	Anura	Hylidae	Pseudacris	Pseudacris triseriata		SPECIES	Pseudacris triseriata (Wied-Neuwied, 1838)	Pseudacris triseriata		US	Kirkwood Twp, Sec. 2: Jct Stillwater Cr. & Rt 40, Belmont Co., Ohio	Ohio	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	40.02	-80.99							1939-04-01T00:00:00	1	4	1939	2428141	2428141	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 974			2012-01-01T00:00:00	CC_BY_4_0		Thomas, E. S. (Edward S.)			2023-01-24T16:32:54.127Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861695053	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__977	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma tigrinum		SPECIES	Ambystoma tigrinum (Green, 1825)	Ambystoma tigrinum		US	Marion Co., Ohio	Ohio	PRESENT	2	5ffa575c-fcd4-4583-9611-545f67b04316	40.5887	-83.1285											2431993	2431993	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 977			2012-01-01T00:00:00	CC_BY_4_0		Washburn, M.			2023-01-24T16:32:54.126Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
861695052	3d84f407-8a76-473a-b8c8-54a58d5f581b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Amphibians__978	Animalia	Chordata	Amphibia	Caudata	Cryptobranchidae	Cryptobranchus	Cryptobranchus alleganiensis		SPECIES	Cryptobranchus alleganiensis (Sonnini de Manoncourt & Latreille, 1801)	Cryptobranchus alleganiensis		US	Youghiogheny River, Preston Co., West Virginia	West Virginia	PRESENT	10	5ffa575c-fcd4-4583-9611-545f67b04316	39.3426	-79.4981							1932-05-08T00:00:00	8	5	1932	2432031	2432031	PRESERVED_SPECIMEN	Ohio State University - Amphibian Division, Columbus, OH (OSUM)	Amphibians	OSUM Amphibians 978			2012-01-01T00:00:00	CC_BY_4_0		Hubbs, C. (Clark) & Trautman, M. B. (Milton Bernard)			2023-01-24T16:32:54.126Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
